Time, L1-AMPERAGE, L2-AMPERAGE,L3-AMPERAGE,L4-AMPERAGE,R1-AMPERAGE,R2-AMPERAGE,R3-AMPERAGE,R4-AMPERAGE, BATTERY
00015.98,3.0,0.25,1.375,2.25,2.5,1.25,0.75,1.625,11.7066552734375
000016.0,3.375,0.25,1.625,2.375,2.75,1.625,0.875,1.875,11.725502685546875
00016.02,3.375,0.375,1.625,2.375,3.125,1.625,0.875,1.875,11.51818115234375
00016.04,3.875,0.25,1.625,2.75,3.875,2.125,1.0,3.25,11.4553564453125
00016.08,5.25,0.625,2.625,3.375,4.375,2.25,1.0,4.0,11.511898681640625
000016.1,5.625,0.625,3.125,4.0,4.75,2.625,1.0,4.25,11.486768798828125
00016.12,5.625,0.625,3.125,4.375,4.625,2.625,1.0,4.25,11.423944091796875
00016.14,5.625,0.375,3.375,4.75,4.75,2.75,1.0,4.5,11.4302265625
00016.18,5.75,0.375,3.375,4.75,4.875,2.75,1.0,4.5,11.4302265625
000016.2,5.875,0.375,3.125,4.875,4.875,2.75,0.875,4.5,11.4302265625
00016.22,6.125,0.375,3.375,4.75,5.125,2.625,0.875,4.5,11.292012207031249
00016.24,6.625,0.375,3.75,5.125,5.5,3.0,1.0,4.875,11.26688232421875
00016.26,6.875,0.375,4.125,5.375,6.0,3.375,1.125,5.125,11.39253173828125
00016.28,6.875,0.375,4.375,5.625,6.125,3.5,1.125,5.625,11.310859619140624
000016.3,7.25,0.375,4.375,5.25,6.125,3.5,1.125,5.625,11.260599853515625
00016.32,7.0,0.375,4.25,5.25,6.0,3.375,1.0,5.625,11.21662255859375
00016.34,7.125,0.25,4.375,5.75,6.25,3.25,0.875,5.875,11.1537978515625
00016.36,7.75,0.25,4.625,6.25,6.75,3.375,1.0,6.25,11.14123291015625
00016.38,7.875,0.375,4.75,6.75,7.0,3.625,1.0,6.375,11.14123291015625
000016.4,8.125,0.375,4.75,6.875,7.125,3.75,1.0,6.375,11.2291875
00016.42,8.0,0.375,4.375,6.875,7.0,3.5,0.875,5.875,11.160080322265625
00016.44,8.125,0.375,4.25,6.75,7.0,3.25,0.75,6.125,11.222905029296875
00016.46,8.125,0.375,3.875,6.375,6.875,3.25,0.75,5.875,11.24175244140625
00016.48,8.25,0.375,3.875,6.375,7.25,3.0,0.75,6.375,11.12866796875
000016.5,8.375,0.375,4.125,6.375,7.5,3.125,0.75,6.375,11.122385498046874
00016.52,8.75,0.375,4.25,6.875,7.875,3.25,0.625,6.625,11.0281484375
00016.54,8.75,0.375,4.375,7.125,7.875,3.125,0.625,7.0,10.971606201171875
00016.56,9.25,0.375,4.625,7.75,8.25,3.5,0.75,7.25,11.0281484375
00016.58,9.25,0.375,5.25,7.75,8.25,3.5,0.75,7.375,10.959041259765625
000016.6,9.5,0.375,6.0,8.0,8.625,3.875,0.875,7.375,10.96532373046875
00016.62,9.625,0.375,6.0,8.125,8.5,3.625,0.75,7.375,10.971606201171875
00016.64,9.75,0.625,5.25,8.125,8.625,3.5,0.75,7.5,10.971606201171875
00016.68,10.0,0.625,5.5,8.375,8.625,3.25,0.75,7.625,10.96532373046875
000016.7,10.0,0.375,5.5,8.5,8.75,3.5,0.75,7.25,10.933911376953125
00016.72,9.75,0.625,5.5,8.75,8.75,3.5,0.75,7.75,10.99045361328125
00016.74,9.75,0.375,5.25,8.625,8.625,3.25,0.75,7.0,10.86480419921875
00016.76,9.875,0.375,5.125,8.75,8.75,3.375,0.875,7.5,10.946476318359375
00016.78,9.75,0.375,5.25,8.75,8.625,3.125,0.875,7.5,10.984171142578125
000016.8,9.75,0.375,5.0,8.75,8.875,3.25,0.875,8.0,10.96532373046875
00016.82,9.625,0.375,4.625,8.625,8.75,3.0,0.75,7.75,11.040713378906249
00016.84,9.5,0.375,4.25,8.375,8.5,2.875,0.625,7.5,11.034430908203124
00016.86,9.375,0.375,3.75,8.25,8.125,2.625,0.75,6.75,11.11610302734375
00016.88,9.125,0.375,3.75,8.125,7.875,2.25,0.625,6.625,11.1035380859375
000016.9,9.0,0.375,3.375,7.75,7.5,2.125,0.625,6.125,11.147515380859375
000016.9,8.75,0.25,3.375,7.625,7.375,2.125,0.625,5.625,11.11610302734375
00016.94,8.625,0.25,2.875,7.625,7.625,2.125,0.625,4.875,11.235469970703125
00016.96,8.375,0.25,2.875,7.25,7.625,2.125,0.625,5.125,11.2040576171875
00016.98,8.375,0.25,2.625,6.75,7.375,2.0,0.375,4.875,11.2040576171875
000017.0,8.25,0.375,2.5,6.25,6.625,1.75,0.625,5.125,11.222905029296875
00017.04,8.375,0.25,2.25,6.625,6.5,1.75,0.625,4.875,11.2040576171875
00017.06,8.125,0.25,2.25,6.625,6.25,1.75,0.625,4.875,11.279447265625
00017.08,8.125,0.25,2.0,6.875,6.5,1.625,0.625,4.875,11.2291875
000017.1,7.5,0.25,2.125,6.875,6.625,1.75,0.375,4.875,11.222905029296875
00017.12,7.125,0.25,2.25,6.875,6.5,1.5,0.625,5.125,11.235469970703125
00017.14,7.375,0.25,2.125,6.375,6.25,1.75,0.625,5.375,11.210340087890625
00017.16,7.875,0.25,2.0,6.25,6.125,1.75,0.375,4.875,11.2291875
00017.18,8.0,0.25,2.0,5.75,6.5,1.75,0.375,4.75,11.21662255859375
000017.2,7.875,0.25,2.0,5.875,6.5,1.75,0.375,4.75,11.260599853515625
00017.22,7.875,0.25,2.625,6.125,6.125,1.5,0.625,4.875,11.235469970703125
00017.24,8.0,0.25,2.625,6.625,6.125,1.75,0.375,4.5,11.172645263671875
00017.26,7.875,0.25,2.125,6.75,5.875,1.75,0.375,4.25,11.222905029296875
00017.28,7.625,0.25,2.0,6.875,5.75,1.25,0.375,4.25,11.2040576171875
000017.3,7.875,0.25,2.125,6.625,5.875,1.375,0.375,4.5,11.197775146484375
00017.34,7.625,0.25,2.125,6.375,5.875,1.625,0.375,4.75,11.210340087890625
00017.34,7.875,0.25,2.25,6.375,6.0,1.875,0.625,4.75,11.172645263671875
00017.38,7.875,0.25,2.25,6.625,5.625,1.875,0.625,4.75,11.2291875
000017.4,7.625,0.25,2.25,6.25,5.875,1.625,0.625,4.75,11.210340087890625
00017.42,7.625,0.25,2.125,6.125,6.0,1.625,0.375,4.5,11.19149267578125
00017.44,7.625,0.25,2.0,5.875,6.5,1.5,0.375,4.25,11.335989501953124
00017.46,7.875,0.25,2.0,5.75,6.0,1.625,0.625,4.5,11.2543173828125
00017.48,7.625,0.25,2.25,5.75,5.875,1.625,0.625,4.5,11.19149267578125
000017.5,7.625,0.25,2.25,6.125,5.75,1.75,0.375,4.5,11.2543173828125
00017.52,7.5,0.25,2.25,5.875,6.125,1.75,0.375,4.25,11.26688232421875
00017.54,7.125,0.25,2.25,6.125,5.875,1.625,0.375,4.0,11.285729736328125
00017.58,6.875,0.25,2.125,5.75,6.125,1.625,0.375,4.25,11.260599853515625
000017.6,6.75,0.25,2.125,6.25,6.25,1.75,0.375,4.5,11.26688232421875
00017.62,7.375,0.25,2.0,6.25,6.25,1.875,0.625,4.75,11.2040576171875
00017.64,7.875,0.25,1.75,6.625,6.0,1.75,0.375,4.875,11.2040576171875
00017.66,7.625,0.25,2.0,6.25,5.875,1.875,0.375,4.75,11.285729736328125
00017.68,7.875,0.25,2.25,5.875,5.875,1.625,0.375,4.5,11.235469970703125
000017.7,7.875,0.25,2.125,5.75,5.875,1.75,0.375,4.25,11.260599853515625
00017.74,7.375,0.25,2.125,5.75,5.75,1.75,0.625,4.25,11.335989501953124
00017.76,7.375,0.25,2.125,5.875,5.75,1.875,0.625,4.5,11.248034912109375
00017.78,7.625,0.25,2.125,5.875,5.875,1.875,0.625,4.25,11.342271972656249
000017.8,7.875,0.25,2.125,5.875,5.875,2.0,0.375,4.0,11.210340087890625
00017.82,7.5,0.25,2.0,5.875,5.875,2.0,0.375,4.0,11.24175244140625
00017.84,7.875,0.25,2.125,6.125,6.125,2.0,0.375,4.0,11.292012207031249
00017.86,7.625,0.25,2.125,6.125,6.625,1.875,0.375,3.75,11.222905029296875
00017.88,8.0,0.25,2.25,6.25,6.5,1.75,0.375,4.0,11.248034912109375
000017.9,7.625,0.25,2.25,6.25,6.125,1.625,0.375,4.0,11.304577148437499
00017.92,7.875,0.25,2.125,5.875,5.875,1.25,0.375,4.5,11.235469970703125
00017.94,7.625,0.25,2.125,5.625,5.625,1.75,0.375,4.5,11.19149267578125
00017.96,7.875,0.25,1.75,5.75,5.875,1.75,0.375,4.5,11.248034912109375
00017.98,7.375,0.25,1.75,5.75,6.125,1.625,0.375,4.75,11.36740185546875
000018.0,7.5,0.25,1.75,5.875,6.125,1.25,0.375,4.875,11.248034912109375
00018.04,7.5,0.25,2.25,5.875,5.875,1.125,0.375,4.75,11.304577148437499
00018.06,8.125,0.25,2.25,5.625,6.125,1.375,0.375,4.25,11.172645263671875
00018.08,8.125,0.25,2.25,5.25,6.125,1.75,0.375,4.5,11.235469970703125
000018.1,8.25,0.25,2.125,5.25,6.125,1.875,0.625,4.5,11.2291875
00018.12,8.125,0.25,2.125,5.75,5.875,1.875,0.625,4.75,11.248034912109375
00018.14,7.5,0.25,2.125,6.25,5.75,1.625,0.375,4.25,11.260599853515625
00018.16,7.5,0.25,2.125,6.125,6.0,1.75,0.625,4.25,11.273164794921875
00018.18,7.375,0.25,2.0,5.625,6.0,1.875,0.375,4.25,11.222905029296875
000018.2,7.625,0.25,2.0,5.375,6.0,2.0,0.375,4.5,11.2543173828125
00018.22,7.5,0.25,1.75,5.875,6.125,1.75,0.375,4.5,11.260599853515625
00018.24,7.625,0.25,1.75,6.125,6.125,1.875,0.375,4.25,11.273164794921875
00018.26,7.875,0.25,1.75,5.625,6.0,1.5,0.375,4.5,11.21662255859375
00018.28,7.625,0.25,2.125,5.75,6.125,1.5,0.625,4.0,11.2291875
000018.3,7.5,0.25,2.125,5.625,6.0,1.5,0.625,4.0,11.26688232421875
00018.34,7.375,0.25,2.125,6.125,5.75,1.5,0.625,4.5,11.273164794921875
00018.36,7.625,0.25,2.0,6.125,5.75,1.625,0.625,4.5,11.2543173828125
00018.38,7.625,0.25,2.125,6.125,5.75,1.625,0.375,4.25,11.26688232421875
000018.4,7.625,0.25,2.125,5.75,6.0,1.625,0.375,4.0,11.292012207031249
00018.42,7.375,0.25,2.125,5.75,5.625,1.625,0.375,4.25,11.235469970703125
00018.46,7.375,0.25,2.0,5.875,5.75,1.625,0.375,4.0,11.317142089843749
00018.48,7.375,0.25,2.0,6.125,5.625,1.625,0.375,4.25,11.24175244140625
000018.5,7.625,0.25,2.125,5.875,5.75,1.5,0.375,4.25,11.2543173828125
00018.52,7.5,0.25,2.0,5.875,5.75,1.375,0.625,4.25,11.292012207031249
00018.54,7.5,0.25,1.75,5.75,5.75,1.5,0.375,4.25,11.172645263671875
00018.56,7.375,0.25,1.75,5.75,5.625,2.0,0.375,4.5,11.279447265625
00018.58,7.125,0.25,1.75,5.625,5.25,1.625,0.375,4.5,11.248034912109375
000018.6,7.5,0.25,2.0,5.75,5.375,1.75,0.375,4.75,11.2543173828125
00018.64,7.375,0.25,2.0,5.875,5.5,1.75,0.375,4.25,11.185210205078125
00018.66,7.5,0.25,2.125,5.75,5.5,1.875,0.375,4.25,11.317142089843749
00018.68,7.5,0.25,2.125,5.375,5.5,1.75,0.375,4.5,11.2291875
000018.7,7.625,0.25,2.125,5.625,5.625,1.625,0.375,4.25,11.298294677734374
00018.72,7.625,0.25,2.0,5.75,5.875,1.5,0.375,4.5,11.285729736328125
00018.74,7.625,0.25,2.0,5.875,5.5,1.5,0.375,4.5,11.222905029296875
00018.76,7.5,0.25,2.0,5.875,5.25,1.375,0.625,4.5,11.342271972656249
00018.78,7.375,0.25,2.125,5.75,5.375,1.5,0.625,4.25,11.260599853515625
000018.8,7.375,0.25,2.0,5.75,5.625,1.625,0.625,4.25,11.21662255859375
00018.82,7.375,0.25,2.0,5.75,5.875,1.625,0.375,4.0,11.273164794921875
00018.84,7.5,0.25,1.75,6.25,5.75,2.0,0.375,4.0,11.260599853515625
00018.86,7.5,0.25,1.75,5.875,5.875,2.0,0.375,3.75,11.323424560546874
00018.88,7.875,0.25,1.75,5.75,5.625,1.875,0.375,3.75,11.279447265625
000018.9,7.5,0.25,1.75,5.25,6.0,1.625,0.375,4.0,11.2291875
00018.92,7.125,0.25,1.625,5.25,5.75,1.5,0.375,4.0,11.24175244140625
00018.94,7.125,0.25,2.125,5.625,5.75,1.625,0.375,4.25,11.248034912109375
00018.96,7.5,0.25,2.0,5.875,5.75,1.75,0.375,4.0,11.2291875
00018.98,7.625,0.25,2.125,6.125,5.75,1.75,0.375,4.0,11.260599853515625
000019.0,7.375,0.25,2.125,6.125,5.625,1.75,0.375,4.0,11.317142089843749
00019.02,7.125,0.25,2.0,5.625,5.375,1.75,0.375,4.0,11.273164794921875
00019.04,7.125,0.25,2.0,5.625,5.375,1.75,0.375,4.0,11.292012207031249
00019.06,7.375,0.25,1.75,5.375,5.75,1.75,0.375,4.0,11.26688232421875
00019.08,8.0,0.25,2.0,5.75,5.625,1.625,0.375,4.0,11.222905029296875
000019.1,7.625,0.25,2.0,5.875,5.625,1.5,0.375,4.0,11.248034912109375
00019.12,7.875,0.25,2.0,5.875,5.375,1.5,0.375,4.25,11.2291875
00019.14,7.375,0.25,2.0,5.625,5.75,1.75,0.375,3.75,11.285729736328125
00019.18,7.375,0.25,1.75,5.75,5.875,1.625,0.625,3.75,11.26688232421875
000019.2,7.625,0.25,2.0,5.75,5.875,1.5,0.625,3.75,11.273164794921875
00019.22,7.625,0.25,2.125,5.75,5.875,1.625,0.625,3.75,11.235469970703125
00019.24,7.5,0.25,2.125,5.75,5.875,1.5,0.625,4.0,11.26688232421875
00019.26,7.5,0.25,2.0,5.375,5.75,1.625,0.375,4.0,11.310859619140624
00019.28,7.375,0.25,1.75,5.75,5.625,1.625,0.375,4.0,11.21662255859375
000019.3,7.625,0.25,2.0,5.75,5.625,1.625,0.375,4.0,11.26688232421875
00019.32,7.5,0.25,2.0,6.125,5.75,1.625,0.625,4.25,11.222905029296875
00019.34,7.5,0.25,2.0,6.25,5.75,1.625,0.625,4.25,11.2291875
00019.36,7.625,0.25,1.75,6.125,5.625,1.75,0.625,4.25,11.273164794921875
00019.38,7.875,0.25,1.75,5.875,5.5,1.75,0.375,4.0,11.24175244140625
000019.4,7.625,0.25,1.75,5.75,5.625,1.5,0.375,4.0,11.26688232421875
00019.42,7.375,0.25,1.75,6.125,5.625,1.5,0.375,3.75,11.2543173828125
00019.44,7.125,0.25,1.75,6.125,5.75,1.625,0.375,4.0,11.2543173828125
00019.46,7.125,0.25,1.75,6.125,5.5,1.375,0.375,4.0,11.379966796875
00019.48,6.5,0.25,1.75,6.125,5.125,1.375,0.375,3.5,11.361119384765624
000019.5,6.375,0.25,1.375,5.375,4.5,1.0,0.375,3.25,11.511898681640625
00019.52,5.125,0.0,1.625,4.0,3.75,1.0,0.375,2.75,11.549593505859374
00019.54,4.75,0.0,1.0,3.75,3.25,0.875,0.375,2.625,11.662677978515624
00019.56,3.0,0.0,0.875,2.75,2.25,0.75,0.375,2.125,11.838587158203124
000019.6,2.125,0.0,0.5,2.0,1.375,0.625,0.375,1.125,12.064756103515625
00019.62,1.0,0.0,0.125,1.0,1.0,0.375,0.25,0.75,12.278360107421875
00019.64,0.375,0.0,0.0,0.375,0.25,0.125,0.25,0.25,12.592483642578124
00019.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.718133056640625
00019.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.611331054687499
000019.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79980517578125
00019.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.768392822265625
00019.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.680438232421874
00019.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.567353759765625
00019.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.586201171875
000019.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.529658935546875
00019.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44798681640625
00019.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.366314697265624
00019.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.278360107421875
00019.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.265795166015625
000019.9,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.2092529296875
00019.92,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.22181787109375
00019.94,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.2343828125
00019.96,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.19668798828125
00019.98,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0,12.19668798828125
00020.02,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,12.165275634765624
00020.04,0.0,0.0,0.0,0.0,0.375,0.125,0.25,0.25,12.140145751953124
00020.06,0.125,0.0,0.0,0.0,0.375,0.25,0.375,0.25,12.184123046875
00020.08,0.0,0.0,0.0,0.0,0.375,0.25,0.25,0.25,12.2092529296875
000020.1,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.25,12.240665283203125
00020.14,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.25,12.2343828125
00020.16,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0,12.278360107421875
00020.18,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.334902343749999
000020.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.39772705078125
00020.22,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.372597167968749
00020.24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.328619873046875
00020.26,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.32233740234375
00020.26,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.303489990234375
00020.28,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.27207763671875
000020.3,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.265795166015625
00020.32,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.265795166015625
00020.34,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0,12.278360107421875
00020.38,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0,12.265795166015625
000020.4,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.0,12.27207763671875
00020.42,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.0,12.27207763671875
00020.44,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.0,12.265795166015625
00020.46,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.0,12.27207763671875
00020.48,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.265795166015625
000020.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.278360107421875
00020.52,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.278360107421875
00020.54,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.253230224609375
00020.56,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.2595126953125
00020.58,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.265795166015625
000020.6,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.253230224609375
00020.62,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.2595126953125
00020.62,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.27207763671875
00020.64,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.27207763671875
00020.66,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.265795166015625
